skill_name,skill_link,skill_description
Old MacDonald had a farm E.I.E.I.O.,https://www.amazon.com/Old-MacDonald-had-farm-I/dp/B082KBHSJD/ref=sr_1_111?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-111,"Old MacDonald had a farm Ee i ee i o And on his farm he had some cows Ee i ee i oh With a moo-moo here And a moo-moo there Here a moo, there a moo Everywhere a moo-moo Old MacDonald had a farm Ee i ee i o Old MacDonald had a farm Ee i ee i o And on his farm he had some chicks Ee i ee i o With a cluck-cluck here And a cluck-cluck there Here a cluck, there a cluck Everywhere a cluck-cluck Old MacDonald had a farm Ee i ee i o Old MacDonald had a farm Ee i ee i o And on his farm he had some pigs Ee i ee i o With an oink-oink here And an oink-oink there Here an oink, there an oink Everywhere an oink-oink Old MacDonald had a farm Ee i ee i o We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. old macdonald had a farm Indian Rhyme will take you on an adventurous ride to the famous old macdonald had a farm right from your home. Whether it is time to sleep or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, open old rhyme Alexa: Starting old macdonald had a farm, you can say start or begin User: Start / Begin Alexa: Playing old macdonald had a farm User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open old rhyme Alexa: You were listening to old macdonald had a farm already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the old macdonald had a farm rhyme. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the old macdonald had a farm. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of old macdonald had a farm. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle"
Sue's Story,https://www.amazon.com/Angie-Sues-Story/dp/B082QRTMS6/ref=sr_1_109?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-109,Listen to a personalized story that's all about mom and narrated by Alexa.
Jingle Bells,https://www.amazon.com/GOKULADIVYA-K-Jingle-Bells/dp/B082MMJ2M3/ref=sr_1_110?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-110,"Welcome to Jingle Bells Song.  This skill allows you to play jingle bells song which engages all kids together to dance with the song and to celebrate merry christmas . Just say 'open jingle bells' to play this skill. You can say 'stop' anytime during the playback to stop. If you love this skill, please let us know by giving us your rating! We'd love to hear from you! If you have questions, comments, or feedback, please e-mail us at encoreideas08@gmail.com"
Personal Trainer,https://www.amazon.com/Serenity-ward-Personal-Trainer/dp/B082QSH2ZZ/ref=sr_1_108?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-108,"Work out with Alexa throughout the week. Once you open the skill, just ask Alexa to start the workout. You can also ask Alexa for your progress. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Happy Birthday,https://www.amazon.com/Jacob-Kirsh-Happy-Birthday/dp/B083S7Q3Y8/ref=sr_1_100?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-100,"Celebrate special occasions with your loved ones. When you open the skill, Alexa will play a slideshow with rich images and audio. You can say ""Alexa, stop"" to exit anytime."
Task Tracker,https://www.amazon.com/Laura-ingles-Task-Tracker/dp/B083TP52K3/ref=sr_1_99?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-99,Try these checklists to help you stay organized. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/illeagalguy-Whose-Turn/dp/B0842QL5GD/ref=sr_1_98?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-98,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Matthew Birthday Wishes,https://www.amazon.com/Alexa-Blueprints-User-Matthew-Birthday/dp/B0845RRD1Q/ref=sr_1_97?dchild=1&qid=1624575123&rnid=14284832011&s=alexa-skills&sr=1-97,"Celebrate special occasions with your loved ones. When you open the skill, Alexa will play a slideshow with rich images and audio. You can say ""Alexa, stop"" to exit anytime."
days list,https://www.amazon.com/the_saver-days-list/dp/B07ZKGNB8K/ref=sr_1_120?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-120,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Rylee's Sleep Sounds,https://www.amazon.com/LC-Publishing-Rylees-Sleep-Sounds/dp/B07ZKHGXDB/ref=sr_1_119?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-119,"Rylee has selected a sample of her favorite sleep sounds so that she doesn't keep her parents up at night!  This skill is super simple to use. My goal was to create something that would be really easy to use and avoid excess speaking while doing exactly what it is supposed to do: namely, play sleeping sounds for babies, children, or adults!  1) Say next or previous to choose sounds.   - The skill will remember your most recent selection when relaunching. 2) Say turn whisper on or off.  - It will remember your settings whenever you launch so you don't wake your baby up. 3) Say loop on or loop off.  - It will remember your settings and continually loop your current selection. 4) Say play (sound name).  - Jump right to the sound you like. And that is it! Here are the sounds: - Rain - Ambiance - Drone - Vacuum - Stream - River - Fan - Hallway Fan - Thunder I'll keep adding new and different sounds over time so keep your eyes out for those! I know that there are tons of similar offerings out there, but my goal with this was to cut down on the verbiage and sales pitches and get right to the sounds."
Mighty Series Radio,https://www.amazon.com/Radio-co-Mighty-Series-Radio/dp/B0827DS5Y5/ref=sr_1_113?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-113,"Upbeat, Uplifting messages and music to encourage your child's walk with the Lord"
Whose Turn,https://www.amazon.com/farco-Whose-Turn/dp/B081ZTS3CN/ref=sr_1_115?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-115,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Descendants Challenge,https://www.amazon.com/Disney-Descendants-Challenge/dp/B07ZRVZP75/ref=sr_1_118?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-118,"The Descendants Challenge is the official Disney Descendants music trivia game that tests your knowledge of the music, lyrics and characters from the hit Disney Channel franchise, Descendants!  Can you name each song that Mal or Evie sings? Do you know every word to Audrey’s “Queen of Mean”? We’re gonna break this down. This trivia game will put your knowledge to the test to see who the biggest Disney Descendants fan is. Collect stars to compete with others on our daily and all-time leaderboards. It‘s going to be wickedly awesome. The Descendants Challenge is hosted by Evie herself, Sofia Carson. May the fiercest win. Your California Privacy Rights - https://privacy.thewaltdisneycompany.com/en/current-privacy-policy/your-california-privacy-rights/ Do Not Sell My Info - https://privacy.thewaltdisneycompany.com/en/dnsmi/ Children’s Online Privacy Policy - https://privacy.thewaltdisneycompany.com/en/for-parents/childrens-online-privacy-policy/"
Kids Christmas Songs,https://www.amazon.com/SamPaul-Skills-Kids-Christmas-Songs/dp/B081WLQXT7/ref=sr_1_116?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-116,"Kids Christmas Songs - Christmas Sounds and Music Countdown Christmas Welcome to Kids Christmas Songs. This skill contains new and popular Christmas songs like 12 Days of Christmas, Up on The Housetop, Jingle Bell, We Wish a Merry Christmas and so on This Christmas sounds will inspire you and your kids for Christmas. Enjoy! This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!"
Do re mi,https://www.amazon.com/edodev-Do-re-mi/dp/B0813T48PH/ref=sr_1_117?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-117,"Use ""Do re mi"" to listen and learn music notes. This simple skill plays the notes of the 4th octave as if they were played by a piano. The 4th octave is where A 440 Hz is located, which is the usual note used to tune instruments."
Dog sounds,https://www.amazon.com/Personal-Dog-sounds/dp/B07Y9HV7F4/ref=sr_1_127?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-127,"Dog sounds play the sound of a dog in your Alexa device. To start using dog sounds in Alexa device just enable the skill in Alexa and say, Alexa, play dog sounds. If you enjoy the skill, please do leave us a review as it helps other people find it and enjoy the skill too"
Animal Sounds,https://www.amazon.com/arun-rajora-Animal-Sounds/dp/B07Y9TSWP3/ref=sr_1_126?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-126,Listen to some cool animal sounds and try identifying them.
Ocean sounds,https://www.amazon.com/Personal-Ocean-sounds/dp/B07Y89BCHJ/ref=sr_1_128?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-128,"Ocean sounds play the sound of the ocean in your Alexa device. To start using ocean sounds in Alexa device just enable the skill in Alexa and say, Alexa, play ocean sounds. If your facing any issues or need any improvements to the skill, please leave valuable feedback to us so it will really help us in updating the skill or leave us a review if you're enjoying our skill so it would help us in reaching a larger audience."
Beach sounds,https://www.amazon.com/Personal-Beach-sounds/dp/B07YQT4TKN/ref=sr_1_122?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-122,"Beach sounds play the sound of the beach in your Alexa device. To start using beach sounds in Alexa device just enable the skill in Alexa and say, Alexa, Play beach sounds. If you enjoy the skill, please do leave us a review as it helps other people find it and enjoy the skill too"
test podcast,https://www.amazon.com/Bizapz-test-podcast/dp/B07Y9Z6V1Q/ref=sr_1_125?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-125,podcast test
Cat sounds,https://www.amazon.com/Personal-Cat-sounds/dp/B07YD7DRHL/ref=sr_1_124?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-124,"Cat sounds play the sound of a cat in your Alexa device. To start using cat sounds in Alexa device just enable the skill in Alexa and say, Alexa, play cat sounds. If you enjoy the skill, please do leave us a review as it helps other people find it and enjoy the skill too"
Thinking of You,https://www.amazon.com/Michelle-Mom-Thinking-of-You/dp/B07YKSKH1D/ref=sr_1_123?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-123,"Celebrate special occasions with your loved ones. When you open the skill, Alexa will play a slideshow with rich images and audio. You can say ""Alexa, stop"" to exit anytime."
Thunderstorm sounds,https://www.amazon.com/Personal-Thunderstorm-sounds/dp/B07YWC3CG4/ref=sr_1_121?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-121,"Thunderstorm sounds play the sound of a thunderstorm in your Alexa device. To start using thunderstorm sounds in Alexa device just enable the skill in Alexa and say, Alexa, Play thunderstorm sounds. If you enjoy the skill, please do leave us a review as it helps other people find it and enjoy the skill too"
Rain sounds,https://www.amazon.com/Personal-Rain-sounds/dp/B07Y55WRMG/ref=sr_1_129?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-129,"Rain sounds play the sound of rain in your Alexa device. To start using rain sounds in Alexa device just enable the skill in Alexa and say, Alexa, play rain sounds. If you enjoy the skill, please do leave us a review as it helps other people find it and enjoy the skill too"
Mom's Story,https://www.amazon.com/Talya-Burke-Moms-Story/dp/B08222TV3N/ref=sr_1_114?dchild=1&qid=1624575124&rnid=14284832011&s=alexa-skills&sr=1-114,Listen to a personalized story that's all about mom and narrated by Alexa.
My Daily Story,https://www.amazon.com/Xist-Publishing-My-Daily-Story/dp/B07V6VZ2YW/ref=sr_1_144?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-144,"Help your kids build a lifetime love of reading with free audiobook stories from children's publisher, Xist Publishing.   Our mission is to create books that inspire discovery and delight in toddlers through ten-year-olds.  We're committed to sharing stories with kids that will help them grow into kind and curious individuals who love reading, no matter what form it takes.   Each day, your children can listen to one of our audiobook story editions. We provide a wide selection of stories for kids from 3-10 featuring fiction and non-fiction texts.   All of these stories are suitable for bedtime, car rides, rest time, nap time and more.   Each story has been professionally recorded to give your kids an ideal listening experience.  All of our books are also available in paperback and Kindle editions. Kids can read along with our books on Kindles or other devices."
Dhol Radio,https://www.amazon.com/RaaviKaran-Dhol-Radio/dp/B07VWS9477/ref=sr_1_141?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-141,Listen to the live stream of famous punjabi dhol radio from its official website. This skill is not official from dhol radio.
Twinkle Twinkle Little Star - Indian Rhyme,https://www.amazon.com/Twinkle-Star-Most-Famous-Rhyme/dp/B07VPCR9DT/ref=sr_1_143?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-143,"We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. Twinkle Star will take you on an adventurous ride to the moon. Whether it is time to sleep or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, open twinkle star Alexa: Starting twinkle star, you can say start or begin User: Start / Begin Alexa: Playing Twinkle Star User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open twinkle star Alexa: You were listening to twinkle star already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the Twinkle Star stories. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the Twinkle Star. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of Twinkle Twinkle Star. To start again on finishing one story, you can ask Alexa to open it again. When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle"
Cuentos de Clan,https://www.amazon.com/Corporaci%C3%B3n-RTVE-Clan-Tales/dp/B07VV4YN8V/ref=sr_1_142?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-142,"Los “Cuentos de Clan” es una skill interactiva con 100 cuentos para todos los gustos: de fantasía, de animales, de travesuras, historias divertidas o fábulas del mundo. Los niños y niñas pueden pedirle al asistente virtual qué cuento quieren escuchar y repetir sus favoritos de manera sencilla e intuitiva. De día, el asistente contará dos cuentos seguidos, y de noche, uno ideal para ir a la cama.  Los “Cuentos de Clan” nace de las narraciones de Esther de Lorenzo para Radio 5 de RTVE y han sido cuidadosamente seleccionados para ofrecer un aporte educativo y equilibrado a los niños y niñas.  De una forma tan sencilla como pedir ‘Alexa, abre Cuentos de Clan’, empieza una experiencia virtual en la que brujas, ogros, madrastras y lobos nos harán pensar y reflexionar a lo largo de 100 historietas originales.  Una vez haya empezado el cuento, de unos 4 minutos de duración, nuestro joven oyente podrá parar, seguir, salir o bien cambiar de cuento mediante sencillos comandos como “Alexa pausa” o “Alexa continua”.  Y tras el colorín colorado hay mucho más. Con solo decir “Alexa, quiero otro Cuento de Clan”, la experiencia empezará otra vez con más cuentos por descubrir y disfrutar."
Best Rhymes,https://www.amazon.com/Ashish-Best-Rhymes/dp/B07VX7LVPK/ref=sr_1_140?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-140,"Let your kids enjoy listening to the most popular nursery rhymes of all times. A selection of most popular and melodious rhymes to keep your kids enthralled. Listening to these will help improve their imagination, concentration and focus.  HOW TO USE Before first use, enable the skill by pressing the Enable button in the Skill Store, then say ""Alexa, open best rhymes"" to begin. To finish, say ""Alexa, stop"". Got a distraction or need a break? No problem. Simply say 'Alexa, Pause' and resume listening to the playlist when you return by saying 'Alexa, Resume'.  To move to next or previous song, you can say 'Alexa, Next', or 'Alexa, Previous' ."
My name's Ishmael,https://www.amazon.com/Ish-My-names-Ishmael/dp/B07W5B9YV2/ref=sr_1_139?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-139,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Matteo's Story,https://www.amazon.com/Matteo-Wible-Matteos-Story/dp/B07WC2R5DG/ref=sr_1_138?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-138,"Welcome to MSJ Remember, This Skill Comes With The Book So This Is The First Part Of MSJ So Enable This Skill Cause It Is The ""Chapter 1"" Skill."
Born Superhero,https://www.amazon.com/Matteo-Wible-Born-Superhero/dp/B07WC2Y2FR/ref=sr_1_137?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-137,"Ready To Hear An Adventure Story, Good Enable This Skill To Use It."
Event Tracker,https://www.amazon.com/Wallace-Roger-Awuku-Event-Tracker/dp/B07WG7KTF8/ref=sr_1_135?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-135,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
My Inspirations,https://www.amazon.com/Josiah-My-Inspirations/dp/B07WXLQM4F/ref=sr_1_133?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-133,"Start your day with an inspirational list of quotes. When using the skill, you can say ""Alexa, next"" to move to the next quote. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Which Day,https://www.amazon.com/Aditya-Kakde-Which-Day/dp/B07X13GD7V/ref=sr_1_132?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-132,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Yo Rhymes,https://www.amazon.com/Ashish-Yo-Rhymes/dp/B07WQY8RZL/ref=sr_1_134?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-134,"Let your kids enjoy listening to the most popular nursery rhymes of all times. A selection of most popular and melodious rhymes to keep your kids enthralled. Listening to these will help improve their imagination, concentration and focus.  HOW TO USE Before first use, enable the skill by pressing the Enable button in the Skill Store, then say ""Alexa, open Yo Rhymes"" to begin. To finish, say ""Alexa, stop"". Got a distraction or need a break? No problem. Simply say 'Alexa, Pause' and resume listening to the playlist when you return by saying 'Alexa, Resume'.  To move to next or previous song, you can say 'Alexa, Next', or 'Alexa, Previous' . List of Rhymes currently available:  ------------------------------------------- 1.  Baa Baa Black Sheep  2. Chubby Cheeks  3. Five Little Ducks  4. Goosey Goosey 5. Humpty Dumpty  6. Hickory Dickory Dock  7. Incy Wincy Spider  8. Johny Johny  9. Jack and Jill   10. London Bridge  11. Little Teapot  12. Mary had a little Lamb  13. Old MacDonald  14.One Two Buckle My Shoe  15. Rain Rain Go Away  16. Ring a Ring a roses  17. This is the way  18. The Grand   19. Three Blind Mice  20. Twinkle Twinkle  Every time you leave an encouraging review for this skill, you can request your favorite rhyme in comments and we would surely add to our playlist."
sanskrit shloka,https://www.amazon.com/SHREESH-sanskrit-shloka/dp/B07XRRVW7P/ref=sr_1_131?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-131,"This is unique collection of Famous Sanskrit Shlokas with catchy music for children. You can play all the availables shloka in pre-defined order.  You can launch the skill with phrases like “Alexa, open sanskrit shloka” or “Alexa, start sanskrit shloka”, “Alexa, play sanskrit shloka”. You should be able to Pause & Resume the playing shloka and also navigate between Next and Previous shlokas. Currently available famous shlokas are: ""Vakratunda Mahakaya"" ""Karagre Vasate Lakshmi"" ""Gurubrahma Guruvishnu"" ""Udaye Brahmaroop"" ""Vasudevasutam"" ""Saraswati Namasthubhyam"" ""Ya Kundendu"" ""Manojavam"" ""Buddhir Balam"" ""Shuklambharadharam"""
Haathi Raja Kaha Chale - Indian Rhyme 🐘,https://www.amazon.com/Haathi-Raja-Kaha-Chale-Indian/dp/B07V5DWWQ3/ref=sr_1_145?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-145,"Haathi Raja depicts an elephant that roams in the village and visits different villagers. People in the village ask the elephant to pay a visit to their houses and be their guests. Further villagers offer food and stay to the elephant. Elephants are considered sacred in the Great Indian History because of lord Ganesha. Hence all the villagers love the visit of the elephant ""Haathi Raja"" in their small village. The poem will take you to the magic world of the Haathi Raja.  The Alexa skill is specially designed for kids of the age group 4-13 years old. We have updated the skill with a more smooth and fault-free experience. We are continuing the legacy of the previous skill with a more advanced and smooth voice experience. Haathi Raja will take you on an adventurous ride to the village. Whether it is time to sleep or dinner, play this rhyme for kids and your kid will love it. Steps for using the skill: Session 1: User: Alexa, start haathi raja Alexa: Starting haathi raja, you can say start or begin User: Start / Begin Alexa: Playing haathi raja User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, start haathi raja Alexa: You were listening to haathi raja already, Would you like to resume? User: No Alexa: <Alexa starts over to play the audio from start> You are listening to the haathi raja. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to the haathi raja. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Once invoked, Alexa will automatically start the conversation and play the audio. Sit back, relax, and enjoy the rhyme of haathi raja. To start again on finishing one story, you can ask Alexa to open it again by saying Alexa, start haathi raja When you reach the bottom of the playlist, try saying, Alexa, start over or Alexa, shuffle. However, all the audio are same which plays different versions of haathi raja."
Minute Lullabies,https://www.amazon.com/G-Services-Minute-Lullabies/dp/B07XSL3GDV/ref=sr_1_130?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-130,Minute lullabies provide relaxing and calming lullabies to help your baby fall asleep faster. Our lullabies are about 1 minute long are meant to be as relaxing as possible. We appreciate any feedback or suggestions for our Skill!
KIDZ BOP Daily,https://www.amazon.com/KIDZ-BOP-Daily/dp/B07WFMXVJG/ref=sr_1_136?dchild=1&qid=1624575126&rnid=14284832011&s=alexa-skills&sr=1-136,"KIDZ BOP Daily is entertainment news by kids for kids! Each message features the latest KIDZ BOP news and fun facts for kids about music, pop culture and more! Check back in every day to make sure you don’t miss an update! Every day of the week has a theme: Motivation Monday, Tune-In Tuesday, Workout Wednesday, Throwback Thursday, Friday Favorite, Sing-It Saturday and Sunday Shout-outs. Follow all the KIDZ BOP news within Alexa’s Flash Briefing! After enabling this skill, say ”Alexa, play my Flash Briefing"" to hear your news.  Go to Settings in your Alexa app and find “Flash Briefing” to move KIDZ BOP Daily to the top of your news brief! If you enjoy KIDZ BOP Daily please leave us a review on your alexa app! Also, check out the KIDZ BOP Star game skill, where the KIDZ BOP Kids guide you through picking your pop star band name, learning dance moves, building a song and - putting on a show! Everyone's a star! Sound effects from ZapSplat"
L'Unico Podcast,https://www.amazon.com/crognali-it-LUnico-Podcast/dp/B07QDLN193/ref=sr_1_157?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-157,L'Unico Podcast is your 1 minute news briefing on Design. Updated by architect and design. Interior designers tune in to A Well-Designed Business podcast. Let’s build a profitable firm. Decide to Be Excellent.
Mr. Murallo Casting,https://www.amazon.com/Witlingo-Mr-Murallo-Casting/dp/B07QMQ2P4W/ref=sr_1_156?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-156,"Mr. Murallo is the 8th grade US History teacher of Cutler Arts & Humanities Magnet Middle School, and he will be using this Alexa skill to provide parents and students with regular updates on class activities. Cutler Middle School is part of Groton School District. We are a diverse, educational community of teachers and learners; educators, students, and staff.  Follow Groton School District on Twitter: @GrotonIB Find out more about Cutler Middle School here: https://www.grotonschools.org/cutler This skill was published using the Castlingo product by Witlingo.  For more on Castlingo, go to www.castlingo.com"
Kids Radio Australia,https://www.amazon.com/William-Dutton-Kids-Radio-Australia/dp/B07SBT69SC/ref=sr_1_154?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-154,"Radio for Children and Families - Learn, play and sing along. Kids Radio provides a high quality sound 24/7 with the best kids music. To start, just say ""Alexa, launch kids radio"" or ""Alexa, play kids radio"" to start the radio"". At anytime, you can stop the radio by saying ""Alexa, stop"". Please be aware that radio station is in AEST (GMT+10) time This is an un-official skill to access the worldwide radio that https://radio.abc.net.au provides, more information can be found at https://radio.abc.net.au/help/streams (ABC KIDS listen) and yes, you can listen to this anywhere in the world, program content may change due to licences, please see this link for more information https://radio.abc.net.au/help/online/can-i-listen-if-i-m-not-in-australia"
Tatum's story,https://www.amazon.com/Jeremy-Brown-Tatums-story/dp/B07PQQNZ9Z/ref=sr_1_160?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-160,Tatum wrote this story
blast off,https://www.amazon.com/Joy-Maiden-blast-off/dp/B07RYKZW52/ref=sr_1_155?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-155,"Open the skill and ask Alexa for one of the pre-defined countdown timers. Alexa will read the into message and the countdown (10, 9, 8, ... 3, 2, 1), and then play a fun sound effect. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Tooth Time,https://www.amazon.com/John-Marshall-Media-Tooth-Time/dp/B07Q4NGYZF/ref=sr_1_158?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-158,"Tooth Time is full of songs and animations that kids can brush their teeth to! This skill helps teach how to change brushing quadrants every 30 seconds, and teach healthy dental habits as suggested by the ADA."
Cutler Middle School,https://www.amazon.com/Witlingo-Cutler-Middle-School/dp/B07PR3Y1SJ/ref=sr_1_159?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-159,"Cutler Middle School is part of Groton School District. We are a diverse, educational community of teachers and learners; educators, students, and staff. You can ask this Alexa skill questions like, ""What are the school hours?"" ""Tell me about future events,"" ""Read me the newsletter"" and more. This skill was built using Buidlingo, a Witlingo product.  If you would like your very own Buildlingo skill, please visit http://www.witlingo.com/buildlingo/"
Mein Tota hare rang ka - Indian Rhyme,https://www.amazon.com/Mein-Tota-hare-rang-Indian/dp/B07SHNSWL8/ref=sr_1_153?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-153,"Usage: Alexa, start mitthu mitthu ""Mein Tota hare rang ka - Indian Rhyme""   is a comfort to ears for kids. It will take you to the world of a parrot and its experiences. A parrot narrates the story of its life in a poem and tells about itself. How it looks like, what does it do, what does he eat, how a parrot repeats to its master thus called as an artist of nature. ""Mitthu Mitthu"" is the keyword to invoke the Alexa skill and thus the most fascinating word throughout the poem. The Alexa skill is specially designed for kids of age group 4-13 years old. English version (English): Alexa, start mitthu mitthu Hindi version (Hindi-India):   “Alexa, मिट्ठू मिट्ठू शुरू करो” We are continuously adding more and more handpicked stories and rhymes for kids which could bring more value to education among them and entertain them.  For all users in India and the rest parts of the world, the skill responses in Hindi audio.  ---------------------------------------------------------------------------------------------------------------------- Disclaimer ---------------------------------------------------------------------------------------------------------------------- Mein Tota hare rang ka - Indian Rhyme skill for Amazon Alexa contains audio in the Indian local language ‘Hindi’. Users of this skill are fully aware of the local language and accepted to play the poem with their own knowledge and experience."
Little Monkey,https://www.amazon.com/Supermann-Little-Monkey/dp/B07T41RCRW/ref=sr_1_150?dchild=1&qid=1624575128&rnid=14284832011&s=alexa-skills&sr=1-150,"Listen to this interactive story with a timeless lesson. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
