skill_name,skill_rating,skill_reviews,skill_link,skill_description
Charlie's Magic Socks,3.7 out of 5,3,https://www.amazon.com/VoxLR8-Charlies-Magic-Socks/dp/B07N3S9YX4/ref=sr_1_2420?dchild=1&qid=1624660829&s=alexa-skills&sr=1-2420,"Charlie's Magic Socks is a series of interactive stories following the adventures of Charlie and the magical socks knitted by his Granny.  Each story starts by choosing which pair of socks to wear, the different socks grant Charlie special powers to help people in need. Shape the story following different paths, learn new facts about different topics including the importance of bees and recycling.  Whenever you hear your guide talking, you can input into the story.  You can say: ""Alexa, open Charlie's Magic Socks"" ""Alexa, start Charlie's Magic Socks"" ""Alexa, launch Charlie's Magic Socks"""
Robot Ravers (Controlling our Body),No Rating,0,https://www.amazon.com/Robot-Ravers-Controlling-our-Body/dp/B08BLMW3PP/ref=sr_1_832?dchild=1&qid=1624660658&s=alexa-skills&sr=1-832,"Our robot’s radio is broken and just stops! Kids (and adults) must use their listening skills and self-control muscles to stop when the radio stops. Why it’s educational: This experience is designed to help kids not only practice listening skills but also demonstrate self-control (i.e., executive function skills) in a fun, engaging way! Music by: Bensound For more screen-less, play-based learning experiences, search ""SayKid"" on the Alexa Skill . By combining voice technology and real-world, tangible play, we help educators and families learn together in a safe, natural, and engaging way - without screens! If you found the skill helpful, we greatly appreciate reviews!"
Let's Be Friends,3.6 out of 5,6,https://www.amazon.com/Thomahawk217-Lets-Be-Friends/dp/B078V7NTWD/ref=sr_1_3363?dchild=1&qid=1624660932&s=alexa-skills&sr=1-3363,"The first thing my four year old daughter did when we got our echo was asked Alexa to be friends. The answer was short so I decided to build a skill to give her response a little more. You will love seeing your child's eyes light up when talking to Alexa and building a friendship through asking and answering questions. You start up the skill by saying, ""Alexa open let's be friends"" or ""Alexa, let's be friends"". Alexa's questions and answers are randomized so you will never get the same exact conversation. This skill is perfect for children who need a little practice making friends and getting to know people and you can rest at ease knowing that no information is being collected."
Compliments Ma,No Rating,0,https://www.amazon.com/C0ders-Compliments-Ma/dp/B095CHD3G7/ref=sr_1_240?dchild=1&qid=1624660590&s=alexa-skills&sr=1-240,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
Sekhar Birthday Trivia,No Rating,0,https://www.amazon.com/Satyabrat-Sekhar-Birthday-Trivia/dp/B07Q5L181D/ref=sr_1_2259?dchild=1&qid=1624660812&s=alexa-skills&sr=1-2259,"In this birthday party game, Alexa quizzes players on how well they know the birthday boy or girl. The birthday boy or girl judges the responses. This skill was created using a Skill Blueprint. Any information you provide to this skill is not shared with the skill developer."
My Fluffy Friend,3.7 out of 5,81,https://www.amazon.com/Pawel-Matusz-My-Fluffy-Friend/dp/B078X251SS/ref=sr_1_54?dchild=1&qid=1624660570&s=alexa-skills&sr=1-54,"You start by selecting your cute and funny Fluffy Friend. Your goal is to take care of it and level it up. It's simple - your Fluffy Friend needs knowledge and fun to grow. Interact with it, find out what it needs, what it likes, and play along! As you explore the rich content of this kids skill with your Fluffy Friend, you gain experience points and level up your Fluffy Friend. You can do a lot already from the start: play number games, practice times tables, listen to interactive stories, play quiz games or sing nursery rhymes together, and much more! At first your Fluffy Friend can only do a few simple things, but as it levels up it becomes able to do much more and the challenges become harder and more diverse. You will want to keep coming back to play with your Fluffy Friend to keep discovering and learning new things. Don't worry if you have to leave and come back later - your Fluffy Friend will be waiting for you, ready to pick up where you left it. Take good care of your Fluffy Friend! Here are a few things to try once you open the skill and choose your Fluffy Friend: - Play a story - Play animal quiz - Play music quiz - Play some music - Practice times tables - Tell a joke - What is my score? - What can I do? This skill's content is suitable for all ages."
Best Friend,No Rating,0,https://www.amazon.com/Yr-Best-Friend/dp/B08FXLKSB6/ref=sr_1_706?dchild=1&qid=1624660646&s=alexa-skills&sr=1-706,"In this birthday party game, Alexa quizzes players on how well they know the birthday boy or girl. The birthday boy or girl judges the responses. This skill was created using a Skill Blueprint. Any information you provide to this skill is not shared with the skill developer."
Turn Taker (Deciding Turns),No Rating,0,https://www.amazon.com/SayKid-Turn-Taker-Deciding-Turns/dp/B088K75WJM/ref=sr_1_951?dchild=1&qid=1624660672&s=alexa-skills&sr=1-951,"In Turn Taker, a robot helps kids decide who gets to go first by spinning a wheel, guessing a number, or saying a rhyme. Why it’s educational: This is great for learning strategies for taking turns in a fun, engaging way! About SayKid SayKid combines voice technology with tangible play to help educators and families learn together in a safe, natural, and engaging way. For more screen-less, play-based learning, search ""SayKid"" on the Alexa Skill Store.   If you found the skill helpful, we greatly appreciate reviews! Awards - SayKid wins Grand Prize in the 2020 Alexa EdTech Competition  - Harvard names SayKid a Finalist in the Saul Zaentz Early Education Competition - SayKid wins MN Cup ""Moonshot"" Prize at US Bank Stadium"
Community Helpers,No Rating,0,https://www.amazon.com/Smarticles-Community-Helpers/dp/B07DB9JMCP/ref=sr_1_3033?dchild=1&qid=1624660895&s=alexa-skills&sr=1-3033,"Community Helpers is a fun trivia game developed to teach kids about the people in their neighborhood. The questions are sprinkled with sound effects, a little bit of humor, and a few hints. It's great for small children and for kids that need a little more support in learning about the world around them. New helpers will be added regularly. So, don't forget to visit us again. To start, you can say: ""Alexa, open Community Helpers"" ""Alexa, start Community Helpers"" The development of this Skill was sparked because we saw how my kids (who are on the Spectrum) gravitated to spontaneous conversations with Alexa. So, we decided to use their interest of engagement to our advantage (and theirs) by creating skills that will help them achieve their ABA and Social Skills goals. And, if this can help our children, we're sure that it will help yours."
World's Best Dad,5 out of 5,1,https://www.amazon.com/Cohen-burkinshaw-Worlds-Best-Dad/dp/B07TTZDSG9/ref=sr_1_2030?dchild=1&qid=1624660787&s=alexa-skills&sr=1-2030,"Surprise your dad with an assortment of compliments. Simply say, ""Alexa, open World's Best Dad."" This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Happy one,No Rating,0,https://www.amazon.com/Lucas-Happy-one/dp/B08K95K6VH/ref=sr_1_622?dchild=1&qid=1624660634&s=alexa-skills&sr=1-622,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
Friendship Quotes,No Rating,0,https://www.amazon.com/Shuai-Yuan-Friendship-Quotes/dp/B078WTQVGL/ref=sr_1_3321?dchild=1&qid=1624660927&s=alexa-skills&sr=1-3321,Inspire you with quotes that help making friends
Secret secret,5 out of 5,1,https://www.amazon.com/Damian-w-Secret-secret/dp/B07W86PDJF/ref=sr_1_1942?dchild=1&qid=1624660779&s=alexa-skills&sr=1-1942,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Loud Bird: Story Theater Enabled,No Rating,0,https://www.amazon.com/Loud-Bird-Story-Theater-Enabled/dp/B07KWT2RLP/ref=sr_1_145?dchild=1&qid=1624660581&s=alexa-skills&sr=1-145,"Louie has the loudest voice anyone has ever heard. He drives the other animals crazy. But one dramatic event teaches everyone that we all have a voice that matters!  Perfect for the whole family...bedtime reading will never be the same! With Story Theater, your child will read along, read aloud and become part of the adventure.  This impressive production features sound effects, voice actors, music, ambient backgrounds and a narrator...all triggered by your child's voice.  If they love to read, this will enhance the experience.  If they don't like reading, this might be the tipping point that makes it more enjoyable.  It's a truly magical experience."
Naples' Best Dad,No Rating,0,https://www.amazon.com/Djacomo-Naples-Best-Dad/dp/B07PP5BP7X/ref=sr_1_2302?dchild=1&qid=1624660816&s=alexa-skills&sr=1-2302,"Surprise your dad with an assortment of compliments. Simply say, ""Alexa, open World's Best Dad."" This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Sophia Compliments,No Rating,0,https://www.amazon.com/Amrita-Durga-Sophia-Compliments/dp/B0836VYH76/ref=sr_1_1419?dchild=1&qid=1624660722&s=alexa-skills&sr=1-1419,"Ask Alexa to compliment your favorite little tiny tot, Sophia.  She will choose from a list of compliments."
Bluey Facts,3.5 out of 5,61,https://www.amazon.com/Neil-Caldwell-Bluey-Facts/dp/B07MJP27XH/ref=sr_1_2438?dchild=1&qid=1624660831&s=alexa-skills&sr=1-2438,"Bluey is an inexhaustible six year-old Blue Heeler dog, who loves to play and turns everyday family life into extraordinary adventures, developing her imagination as well as her mental, physical and emotional resilience. Bluey is a 2018 TV series, made in Brisbane Australia, first aired on ABC Kids Australia."
Thinking of you,No Rating,0,https://www.amazon.com/Shanae-Thinking-of-you/dp/B07T72SS61/ref=sr_1_2067?dchild=1&qid=1624660792&s=alexa-skills&sr=1-2067,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
AskMe Contest,No Rating,0,https://www.amazon.com/Nguyen-Duc-Phuong-AskMe-Contest/dp/B078WRGBVL/ref=sr_1_3322?dchild=1&qid=1624660927&s=alexa-skills&sr=1-3322,"With AskMe Contest, two teams will participate in a 5 rounds contest. The questions in the contest are designed to encourage kids to learn new things. The skill provides weekly fresh, interesting questions on variety topics (geography, history, math, life science, etc.) that inspire kids’ curiosity and teach problem-solving skills. The Skill plays cheering up and encouraging music for both correct and incorrect answers. In the contest, the skill motivates kids with funny Speechcons. It creates the tension situation in the contest by increasing the questions’ difficulty, and the speed of speech is increasing after each round, and having the lucky star question in which a team can earn extra point. In the contest, teams are allowed to try the question that other team could not answer and get reward point for the correct answer. The Skill motivates team work with game for two teams, suitable for classroom environment or family event. It foster collaboration and communication between team members. The teacher and the parent can discuss with the kids about the topics of the questions or teach them on these topics. You are welcome to create interesting question for kids. The questions will be included in the skill. Please send the questions to nguyenducphuong@cfvg.org using the same format as the following question file (the first answer should be the correct answer) https://s3.amazonaws.com/askmecontest-bucket/askmecontest-question-1.json"
School Counselor,No Rating,0,https://www.amazon.com/Chris-Martinez-School-Counselor/dp/B078MPSYP6/ref=sr_1_3451?dchild=1&qid=1624660941&s=alexa-skills&sr=1-3451,"Ask School Counselor about topics affecting kids, such as bullying, divorce, stress, and peer pressure."
Your the best,1 out of 5,2,https://www.amazon.com/Bradley-Cook-Your-the-best/dp/B07STQMKNL/ref=sr_1_2100?dchild=1&qid=1624660796&s=alexa-skills&sr=1-2100,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
EverAfter™,2.8 out of 5,3,https://www.amazon.com/Max-Minds-LLC-EverAfterTM/dp/B07NZ3MPQ1/ref=sr_1_2360?dchild=1&qid=1624660823&s=alexa-skills&sr=1-2360,"Some might say storytelling is a lost art.  Before computers, the best stories were told by the voices of our ancestors and shared through the expressions of our family members.  Passed down through generations, we felt connected in a way that's hard to replicate.  Until now.   EverAfter™ is a new platform that enables friends and family to capture and share stories privately.  The cloud-based application streamlines the ability for users to quickly and easily record and share audio or video files.  These special moments can now be replayed on Amazon Echo devices. Imagine a grandparent sharing a special story to a grandchild or an active duty service member reading a bedtime story to their child thousands of miles away.  Or a mother sharing a special recipe in a virtual cooking demonstration to help her son host his first Thanksgiving.  These priceless moments connect families through the innovative use of the EverAfter™ platform.   This service is free for a limited time and offers an annual subscription fee to record unlimited stories and store them securely.  Special offers apply for retired and active duty service members.   EverAfter™ is the first chapter in a new way of connecting and preserving memories so that the art of storytelling can be shared for future generations.  Visit www.everafter.cloud to learn more."
Kristina's compliments,No Rating,0,https://www.amazon.com/Jonathan-Kristinas-compliments/dp/B0834L6KRV/ref=sr_1_1437?dchild=1&qid=1624660724&s=alexa-skills&sr=1-1437,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Calm Now,4.2 out of 5,58,https://www.amazon.com/For-Jack-Jill-Calm-Now/dp/B07641PP42/ref=sr_1_3636?dchild=1&qid=1624660961&s=alexa-skills&sr=1-3636,"We as humans are delightful creatures until we're not.  Whether its anger or sadness, this Alexa skill, Calm Now, walks through proven calming techniques such as taking deep breaths, counting to 10, and shaking out your legs like you have a whole bunch of fire ants in your pants.  Although originally targeted to kids, we've also found this skill to be helpful for some adults we know (not naming names).   Ideally kids using this skill will learn the techniques so well that eventually they can calm themselves down without the help of Alexa.  Ideally adults using this skill will also find it helpful, while appreciating its playful nature. We value feedback and suggestions which can be sent to lesley@forjackandjill.com. Music from pond5.com"
Ask My Child,4.4 out of 5,8,https://www.amazon.com/SayuWorks-LLC-Ask-My-Child/dp/B076128V3Y/ref=sr_1_3640?dchild=1&qid=1624660961&s=alexa-skills&sr=1-3640,"Say ""Ask my child.""  It will ask your child one randomly selected question about his/her day.  Many of the questions are open-ended questions. They will help you find out what your child is thinking and get to know and bond with him/her. A perfect Skill for your dinner table!"
talking baby,No Rating,0,https://www.amazon.com/injihada-talking-baby/dp/B08L57X9HC/ref=sr_1_601?dchild=1&qid=1624660632&s=alexa-skills&sr=1-601,"Talk to the lovely baby. It's okay to ask questions. Sometimes when a baby feels good, he hums and laughs."
Kid Guru Relaxing Therapy,5 out of 5,2,https://www.amazon.com/Karthick-Arun-Guru-Relaxing-Therapy/dp/B078QBYPWG/ref=sr_1_3427?dchild=1&qid=1624660939&s=alexa-skills&sr=1-3427,"Kid Guru skill helps kids by teaching them basics of yoga and stress reduction techniques. This skill is conducted by an 8 year old and it speaks to the age group that is intended for this skill. Its very simple to use, after starting the skill the user can navigate thru the skill similar to how they would interact with a music player (i.e) move forward, move back, pause etc. At any time the use can say ""I am happy"" or say ""pause"" to end the skill. This skill does not provide medical advice, and is for informational and educational purposes only, and is not a substitute for professional medical advice, treatment or diagnosis. Call your doctor to receive medical advice. If you think you may have a medical emergency, please dial your local emergency response phone number."
Good Excuse,No Rating,0,https://www.amazon.com/Ben-Taylor-Good-Excuse/dp/B08927NMG7/ref=sr_1_924?dchild=1&qid=1624660668&s=alexa-skills&sr=1-924,This skill uses machine learning tone analysis (and a list of bathroom-related words!) to determine if someone's reasons for being out of bed is a good one.
Moms rhubarb pie,No Rating,0,https://www.amazon.com/2AJT2QT-Moms-rhubarb-pie/dp/B088FJJDBW/ref=sr_1_963?dchild=1&qid=1624660673&s=alexa-skills&sr=1-963,Play a Mother's Day greeting card for a special Mom in your life.
Aniket Yadav's Doubles Trouble,No Rating,0,https://www.amazon.com/Aniket-Yadav-AgriSell-Doubles-Trouble/dp/B0889XRZYZ/ref=sr_1_980?dchild=1&qid=1624660675&s=alexa-skills&sr=1-980,"How well do you know your other half? In this party game for friends or couples, players pair up, and Alexa quizzes each player on how well they know their partner. The partner judges the responses. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Robot Rules (Setting Expectations),5 out of 5,1,https://www.amazon.com/SayKid-Setting-Expectations-Robot-Rules/dp/B084WLMC1J/ref=sr_1_1225?dchild=1&qid=1624660702&s=alexa-skills&sr=1-1225,"Robot Rules is a fun, educational experience designed to adults set expectations and help children understand and model behavior around common skills: such as using self-control, speaking clearly, listening while others are speaking, and looking at speakers when they are talking. About SayKid For more screen-less, play-based learning, search ""SayKid"" on the Alexa Skill Store. By combining voice technology and real-world, tangible play, we help educators and families learn together in a safe, natural, and engaging way - without screens! If you found the skill helpful, we greatly appreciate reviews! Awards - SayKid wins Grand Prize in the 2020 Alexa EdTech Competition  - Harvard names SayKid a Finalist in the Saul Zaentz Early Education Competition - SayKid wins MN Cup ""Moonshot"" Prize at US Bank Stadium"
Valentine's Greeting,No Rating,0,https://www.amazon.com/Arianna-Valentines-Greeting/dp/B08B2FJZ3L/ref=sr_1_857?dchild=1&qid=1624660661&s=alexa-skills&sr=1-857,Play a Valentine's Day greeting card for your loved one. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Chloe Lily's Compliments,No Rating,0,https://www.amazon.com/Chloe-Lily-Rose-Lilys-Compliments/dp/B08XXGHY4N/ref=sr_1_314?dchild=1&qid=1624660599&s=alexa-skills&sr=1-314,"Alexa, it’s about time you give some compliments to their family! And by their, I mean YOUR family. You can even give compliments to yourself! Great for when you feel kind and/or help yourself during a bad day  Luv, Chloe Lily Rose ✨"
Let’s Get It!,No Rating,0,https://www.amazon.com/MaMa-Cheeks-Lets-Get-It/dp/B089WDC74Q/ref=sr_1_872?dchild=1&qid=1624660663&s=alexa-skills&sr=1-872,"Use this skill to keep track of chores that are assigned to each member of your household. You can ask Alexa to read the list of chores that are assigned to you each day, and you can log your chores as you complete them. Alexa automatically keeps score so you can complete with family members to see who finishes their chores first. Or last! The chore tracker automatically resets on Sunday each week. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Mother's Day Card,No Rating,0,https://www.amazon.com/Luis-Mothers-Day-Card/dp/B088FCRLB9/ref=sr_1_967?dchild=1&qid=1624660673&s=alexa-skills&sr=1-967,Play a Mother's Day greeting card for a special Mom in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Mood Magic,5 out of 5,6,https://www.amazon.com/BOOM-Integrated-Mood-Magic/dp/B087YLWC6W/ref=sr_1_1006?dchild=1&qid=1624660677&s=alexa-skills&sr=1-1006,"Are you ready to explore your emotions? DJ Missy Motion is in the house to help kids celebrate their feelings.  Join in DJ Missy’s Dance Party, Name That Mood guessing game, and Feelings Facts trivia and earn rewards. Then, power down in The Chill Zone. MOOD MAGIC is a first-of-its-kind Alexa skill that teaches kids ages 5 to 8 about their emotions (and improves moods!) using original songs and feelings-focused activities. It’s part dance party, part mindful play, and a whole lot of fun. DJ Missy teaches self-awareness and the powerful idea that we can control our emotions—and even change and enjoy them—with music.  Developed with a respected child psychologist, MOOD MAGIC also lets kids know it’s okay to have feelings and gives them the words and tools to better express themselves. Everyone gets [angry/afraid/etc.] sometimes! Whether kids need to “shake the sillies out” or go from “blue to happy,” DJ Missy will find a song or activity to match the emotion.  ** Make sure ‘Kid Skill Purchasing’ is enabled in your Alexa app to purchase the expanded experience with bonus songs, Feelings Facts, Chill Zone activities, and reward sounds. ** If you enjoyed MOOD MAGIC please leave us a review below! We'd also love to hear from you at hello@boomintegrated.com. Thanks for playing and dancing with us!  —DJ Missy Motion. Please Note: Disabling the skill will erase all previous player data on the game. All songs written and produced by John Marshall Media Vocals performed by Aspen Vincent, Bryce Ryness and Jeff Washburn DJ performed by Kara Oates Illustrations by Helen Haggerty Mood Magic™ is © 2020 BOOM Integrated, a division of John Marshall Media. All rights reserved."
Valentine's Greeting,No Rating,0,https://www.amazon.com/LaNarvis-Rogers-Valentines-Greeting/dp/B084TKSMBX/ref=sr_1_1237?dchild=1&qid=1624660703&s=alexa-skills&sr=1-1237,Play a Valentine's Day greeting card for your loved one. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
