skill_name,skill_link,skill_description
just Family Jokes,https://www.amazon.com/aman-jan-just-Family-Jokes/dp/B0823MTLPV/ref=sr_1_1548?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1548,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Fabulous Flashcards,https://www.amazon.com/Umar-Chopdat-Fabulous-Flashcards/dp/B0823GTXPF/ref=sr_1_1549?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1549,"Alexa can help you learn new topics or study for your test. You can review the flash cards and then test your knowledge. At any point you can say ""Alexa, review mode"" to switch to review or say ""Alexa, test mode"" to start a test. You can say ""Alexa, next"" to move to the next card. At any point during the test, you can say ""Alexa, what's my score"" to get your current test score. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Pick someone to do somthing,https://www.amazon.com/Pick-someone-to-do-somthing/dp/B0824HF7RL/ref=sr_1_1545?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1545,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Solar System Quiz,https://www.amazon.com/Vidit-Technologies-Solar-System-Quiz/dp/B0823RXZQ5/ref=sr_1_1547?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1547,Solar System Quiz
How Many Days,https://www.amazon.com/Melissa-Jones-How-Many-Days/dp/B0823VR2BH/ref=sr_1_1546?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1546,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
space kids,https://www.amazon.com/Aman-jan-space-kids/dp/B0823GGVCS/ref=sr_1_1550?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1550,"Ask Alexa for an interesting list of facts about your topic of choice. When using the skill, you can say ""Alexa, next"" to move to the next fact. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
How Many Days,https://www.amazon.com/kc-fast-food-Many-Days/dp/B0824J19P5/ref=sr_1_1543?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1543,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Amazing Advent Calendar,https://www.amazon.com/Invictigen-Ltd-Amazing-Advent-Calendar/dp/B0824HNRYS/ref=sr_1_1544?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1544,Amazing Advent Calendar brings eco friendly joy to your festive season. Open days on your virtual advent calendar. Listen to the amusing gifts that are hidden behind each door. Laugh with your friends at the funny sounds and festive quips.
Thailand information,https://www.amazon.com/Ainara-Thailand-information/dp/B0825LXLBK/ref=sr_1_1542?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1542,If you are on a trip at Thailand we recommend you to use this skill to know how to take approach of this fantastic country! Food and places advisor for you!
Whose Turn,https://www.amazon.com/Erin-Whose-Turn/dp/B0825WCV1Z/ref=sr_1_1539?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1539,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Holiday Greeting,https://www.amazon.com/Mom-Holiday-Greeting/dp/B0825PNLR8/ref=sr_1_1540?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1540,Play a holiday greeting for your friends and family. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Cry Baby Tips,https://www.amazon.com/Rishabh-Jain-Cry-Baby-Tips/dp/B0825M287P/ref=sr_1_1541?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1541,how to stop a baby from crying !
How many Days till,https://www.amazon.com/Christa-barrow-many-Days-till/dp/B0826KFHPQ/ref=sr_1_1538?dchild=1&qid=1624660736&s=alexa-skills&sr=1-1538,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
All Internet Facts,https://www.amazon.com/Mohit-Singh-Shaktawat-Internet-Facts/dp/B081YK812T/ref=sr_1_1568?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1568,"This skill is based upon some Internet facts which consists of how many peoples globally use Internet, how many websites get their domain name everyday, how many peoples are online globally,etc."
Whose turn,https://www.amazon.com/Lexie-Whose-turn/dp/B081YVN25R/ref=sr_1_1567?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1567,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Scare cats,https://www.amazon.com/Andrei-Scare-cats/dp/B081YZHH8L/ref=sr_1_1566?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1566,Attract's your cat's attention.
Hickey Santa Letter,https://www.amazon.com/Data-Driven-Design-LLC-Hickey/dp/B081Z2J5Z5/ref=sr_1_1565?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1565,Write and send a letter to Santa. Then check back every day to track its progress to the North Pole. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Planet Monster,https://www.amazon.com/Brainspray-Planet-Monster/dp/B0821DB145/ref=sr_1_1561?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1561,"If your toddler or preschooler has learned to count to ten, congratulations!  Those number skills will help them to read and spell also.  But when using numbers to describe letters, you are often more concern with the position (ordinal values) of the letter than cardinal values (quantity).  You might ask your child, ""what's the first letter?"", or ""what's the second letter?""   In these situations, the value of knowing 1st, 2nd, 3rd and so forth to reading efforts becomes clear. Fortunately, there are many fun ways to get your young learner to voluntarily explore ordinal values while learning other important things about the world they live in.  Learning about the planets is one way to do this. Toddlers and preschoolers can do amazing things with numbers and letters, given the right incentives.  Now you can measure their progress by adding numbers to five one at a a time by voice, while helping them master adding and comparing numbers.  If your toddler or preschooler can count to ten, this skill is for you. Every child is unique, but they all have to learn some of the same things to succeed.  Planet Monster is a skill you can try yourself and, if it's something you think might fit with your child, you can request to personalize in the following ways:  Choose an incentive (prize) for your child         - One jelly bean         - An apple         - Using the iPad         - A lollipop          - Whatever else you want to offer! If you got something useful out the Planet Monster, tell us in the review comments and, if you want, let us know what you would like changed to better fit your child (number of questions, specific questions, prizes, etc.).  We'll try to incorporate the personalization request into the app for free for the community and let you know when it's ready.  It's that easy!  Have fun and keep feeding those monsters planets!  Yum!"
poke facts,https://www.amazon.com/Antskill-poke-facts/dp/B08213D7YF/ref=sr_1_1562?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1562,purpose for giving  the user facts about characters in a game.
Whose Turn,https://www.amazon.com/farco-Whose-Turn/dp/B081ZTS3CN/ref=sr_1_1563?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1563,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Mash Up Adventures,https://www.amazon.com/Touch-Press-Mash-Up-Adventures/dp/B081ZHCNP7/ref=sr_1_1564?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1564,"Would you like to create a story about a space alien inventor who crash lands on an island full of pirates?  A space alien whose best friend is a cowgirl, and goes on an epic quest against a stinky hobgoblin?  Or, how about a pixie princess who goes on a crazy space adventure with a parrot who thinks he's a human?  What about a law abiding sheriff (coming soon) who has his favourite hat stolen by a pirate queen and goes after her in a rocket? Then it's time to MASH UP! Choose your favourite hero. Pair them up with a sidekick. Decide where will your story begin. Best of all... chose a dastardly villain. Mwah! Mwah ha haaa! .... and lots more ways to mash up your story any way you like. You can mix and mash from very different story universes to create thousands of epic tales. No two are exactly the same. And as your story unfolds you're asked memory questions and make decisions for your hero. Whatever you say will change the outcome of each Mash Up even further. Will your ending be happy or not so happy? It's up to you. There are so many stories, twists and hidden surprises to unlock and discover. You'll never run out of new adventures. If your Alexa device has a screen you can enjoy rich visuals. Mash Up Adventures features lots of humor and fun, but it also has educational value too. As they enjoy each crazy tale, kids learn the components of what makes a story a story! This skill supports learning for kids in the area of English Language Arts (ELA). Say 'help' if you're not sure what is going on. If you'd like to start over, you can say 'Alexa, start over.'"
Pythagora's times tables,https://www.amazon.com/CLock-Pythagoras-times-tables/dp/B0821H6VDF/ref=sr_1_1560?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1560,ask some times tables and check the answer
tracker on cristmas,https://www.amazon.com/Matthew-Vasilkou-tracker-on-cristmas/dp/B0821ZN4PJ/ref=sr_1_1559?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1559,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Olivia Santa's letter,https://www.amazon.com/Alexa-Blueprints-User-Olivia-Santas/dp/B082211KGT/ref=sr_1_1558?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1558,Write and send a letter to Santa. Then check back every day to track its progress to the North Pole. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
My moutain Facts,https://www.amazon.com/upper-batley-high-school-moutain/dp/B08225VCPY/ref=sr_1_1556?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1556,"Ask Alexa for an interesting list of facts about your topic of choice. When using the skill, you can say ""Alexa, next"" to move to the next fact. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Santa's Letter,https://www.amazon.com/Hayden-Santas-Letter/dp/B08228HNPK/ref=sr_1_1555?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1555,Write and send a letter to Santa. Then check back every day to track its progress to the North Pole. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Mom's Story,https://www.amazon.com/Talya-Burke-Moms-Story/dp/B08222TV3N/ref=sr_1_1557?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1557,Listen to a personalized story that's all about mom and narrated by Alexa.
Christmas time,https://www.amazon.com/Dad-Christmas-time/dp/B0822BCNKP/ref=sr_1_1554?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1554,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Yasmin's due date,https://www.amazon.com/Patty-Yasmins-due-date/dp/B0822D9G78/ref=sr_1_1553?dchild=1&qid=1624660738&s=alexa-skills&sr=1-1553,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Guess the Christmas Song,https://www.amazon.com/MSIM-Consulting-Guess-Christmas-Song/dp/B081SZ76ZX/ref=sr_1_1584?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1584,"This is a simple game. Alexa will play you short bits of famous Christmas songs, one at a time. After each song, it will give you 4 possible answers to guess the song. Pick the one that you think is correct by saying the number of the answer. The more you play, the  better you will get at it. You might even discover new Christmas songs you never knew about. Enjoy and Happy Holidays!"
"Rock, Paper, Scissors Xtreme",https://www.amazon.com/kuraicm-Rock-Paper-Scissors-Xtreme/dp/B081TXMH52/ref=sr_1_1582?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1582,The best classic kids game...now for Alexa!
Ginger Math: The Ninja Cat!,https://www.amazon.com/Ginger-Math-The-Ninja-Cat/dp/B081TBR7WP/ref=sr_1_1583?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1583,"Have fun practicing multiplication and division with math loving sidekick Ginger the Math Cat! Earn star points and embark on the journey to become next math Ninja Master! Check all that apply: ⭐️ Have you just started practicing your first multiplications and divisions? ⭐️ Are you looking for help memorizing those pesky times tables? ⭐️ Were you ever wondering if cats would be good practice partners? ⭐️ Did you possibly consider against all well meant advice to pursue career of Ninja Master? ⭐️ Do you excessively overuse emoji whenever you can? And, could all of this be a little fun too, please? You might have just arrived! For grown-ups: Ginger Math helps your child memorize 2nd and 3rd grade times tables using simple daily multiplication routine. Designed with accessibility in mind, Ginger Math lets your child easily replay preset practice terms on their own. Choose multiplication or division, number of questions and one of four increasingly challenging difficulty levels. • Easy, factors from 0 to 4. • Medium, factors from 2 to 6. • Advanced, factors from 3 to 8. • Hard, factors from 4 to 12. Ginger Math adjusts to your child's progress emphasizing repetition where necessary. Conversely, with increasing proficiency, reduces verbosity and provides your child with opportunity to redo missed answers. Skill attempts to engage with funny voice interactions, visual appeal, practice score keeping and long term goal with easy to understand progress summary. If your practitioner is visual learner and you do not have Echo device with the screen, have your child practice using the Alexa app on the tablet or phone first. Invocation phrases: • Have Ginger Math help you start new or replay usual practice: “Alexa, open Ginger Math”. • Ask Ginger Math for particular times or division table: “Alexa, ask Ginger Math for times table”. • Have Ginger Math summarize practice progress: “Alexa, ask Ginger Math about results”. In-skill invocation phrases: • Ask Ginger Math for more time to answer the question: “I need more time” or “Wait”. • Tell Ginger Math to repeat the question: “Say that again” or “Repeat”. • Have Ginger Math help with the answer: “I don't know” or “Tell me”. • Ask Ginger Math to start new or restart usual round: “Start new practice” or “Play usual round”. Let us know what you think, good, bad, we take 'em all. Or just feel like leaving us friendly note? Drop us a line at hello.gingermath@gmail.com and we will get back to you as soon we finish our daily practice!"
Northgate Daily Devotional,https://www.amazon.com/Brian-Moore-Northgate-Daily-Devotional/dp/B081TYFFYN/ref=sr_1_1581?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1581,"Listen to the latest Daily Devotional from Northgate. You can pause and play by saying ""Alexa, pause"" and ""Alexa, resume."" Just say ""Alexa, stop"" when you're done for the day. When listening to podcasts you can say ""Alexa, shuffle"" to shuffle the playing order, or ""Alexa, loop"" to loop the current episode. You can also ask for previous and next episodes by saying ""Alexa, previous"" and ""Alexa, next"". This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Farm Animals,https://www.amazon.com/Adri%C3%A1n-Blauvac-Farm-Animals/dp/B081V1W1FS/ref=sr_1_1580?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1580,"Try to say ""Meow"" and you'll see"
Monster Four,https://www.amazon.com/Brainspray-Monster-Four/dp/B081VHSTRB/ref=sr_1_1578?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1578,"Want to practice adding to the number four using your hands, counting with your monster fingers and using your voice?  Then this skill is for you! Toddlers and preschoolers can do amazing things with numbers and letters, given the right incentives.  Now you can measure their progress two numbers at a time, while helping them master adding and comparing numbers.  If your toddler or preschooler can count to ten, this skill is for you. Every child is unique, but they all have to learn some of the same things to succeed.  Number monster is a skill you can try yourself and, if it's something you think might fit with your child, you can personalize in the following ways:  Choose an incentive (prize) for your child         - One jelly bean         - An apple         - Using the iPad         - A lollipop          - Whatever else you want to offer! If you got something useful out the Monster Four, tell us in the review comments and, if you want, let us know what you would like changed to better fit your child (number of questions, specific questions, prizes, etc.).  We'll update the app for free and let you know when it's ready.  It's that easy!  Have fun and keep feeding those monsters correct number!  Yum!"
Happy Thanksgiving,https://www.amazon.com/YA-Happy-Thanksgiving/dp/B081V9PLWJ/ref=sr_1_1579?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1579,"This is a simple storytelling and quiz skill for children, Just ask Alexa to open Happy Thanksgiving, and let the skill tell you the story of the first Thanksgiving - and along the way ask simple trivia questions about the holiday. The skill keeps the information short and simple - and makes things interesting for children by using different voices and sounds. Once started, the skill progresses through the story on its own - there is no need to say anything else. You will find out how you did with the questions at the end of the story. Happy Thanksgiving! Have a wonderful holiday with your family and friends - especially the little ones!"
SantaClausAFart,https://www.amazon.com/Baomatic-Apps-SantaClausAFart/dp/B081VS1BTD/ref=sr_1_1577?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1577,Get personal with Santa Claus and ask him for a break wind! Play with Alexa and discover a great collection of sounds that will make you laugh!  Will you prefer Santa Claus juicy or Dry fart?
Facts of cats,https://www.amazon.com/deadly-print-Facts-of-cats/dp/B081W4DN3G/ref=sr_1_1576?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1576,Facts of cats
super quiz,https://www.amazon.com/Teche_dude-super-quiz/dp/B081W7WFVH/ref=sr_1_1574?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1574,"Play an interesting game of quiz with Alexa. While playing the quiz, you can say ""Alexa, next"" to move to the next question. At any point, you can say ""Alexa, stop"" to exit the quiz. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
its your turn,https://www.amazon.com/Aman-jan-its-your-turn/dp/B081W6988B/ref=sr_1_1575?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1575,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
My School Facts,https://www.amazon.com/Upper-Batley-High-School-Facts/dp/B081WC92D3/ref=sr_1_1573?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1573,"Ask Alexa for an interesting list of facts about your topic of choice. When using the skill, you can say ""Alexa, next"" to move to the next fact. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer."
Kids Christmas Songs,https://www.amazon.com/SamPaul-Skills-Kids-Christmas-Songs/dp/B081WLQXT7/ref=sr_1_1572?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1572,"Kids Christmas Songs - Christmas Sounds and Music Countdown Christmas Welcome to Kids Christmas Songs. This skill contains new and popular Christmas songs like 12 Days of Christmas, Up on The Housetop, Jingle Bell, We Wish a Merry Christmas and so on This Christmas sounds will inspire you and your kids for Christmas. Enjoy! This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!"
New Year Countdown,https://www.amazon.com/Charmi-Mehta-New-Year-Countdown/dp/B081XTZQ3J/ref=sr_1_1569?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1569,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events.Your requests to this skill are not shared with the skill developer.
Monster Five,https://www.amazon.com/Brainspray-Monster-Five/dp/B081WYTVXW/ref=sr_1_1571?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1571,"Want to practice adding to the number five using your hands, counting with your monster fingers and using your voice?  Then this skill is for you! Toddlers and preschoolers can do amazing things with numbers and letters, given the right incentives.  Now you can measure their progress by adding numbers to five one at a a time by voice, while helping them master adding and comparing numbers.  If your toddler or preschooler can count to ten, this skill is for you. Every child is unique, but they all have to learn some of the same things to succeed.  Number monster is a skill you can try yourself and, if it's something you think might fit with your child, you can personalize in the following ways:  Choose an incentive (prize) for your child         - One jelly bean         - An apple         - Using the iPad         - A lollipop          - Whatever else you want to offer! If you got something useful out the Monster Five, tell us in the review comments and, if you want, let us know what you would like changed to better fit your child (number of questions, specific questions, prizes, etc.).  We'll update the app for free and let you know when it's ready.  It's that easy!  Have fun and keep feeding those monsters correct number!  Yum!"
SNow-VA v0,https://www.amazon.com/Softtek-SNow-VA-v0/dp/B081X971C1/ref=sr_1_1570?dchild=1&qid=1624660739&s=alexa-skills&sr=1-1570,"Checking the response we are getting from AWS lambda.  Two scenarios implemented with AWS lambda. Not yet integrated the AWS lambda with ServiceNow. Conversation: User: Alexa open ServiceNow Voice assistant Alexa: hello and welcome to servicenow voice assistant ! Say help to hear some options. User: help Alexa: You asked for help. Here something you can ask me: 1. whats happening today, 2. Tell me about              my critical incidents User: whats happening today Alexa: Hello , There are 1 critical Incident ticket and 2 pending approvals The above conversation is implemented."
Vowel Monster,https://www.amazon.com/Brainspray-Vowel-Monster/dp/B081Q3MRMC/ref=sr_1_1599?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1599,"Does your toddler or preschooler know the alphabet?  Then they can probably teach long vowels to some ""Letter Monsters"" in a matter of weeks with a little bit of practice.   This skill is designed give parents another way to help very young learners identify long vowels. Toddler's and preschoolers that know their phonics can read simple three letter words without knowing how to tell the difference between a vowel and a consonant.  So why should your child get to know their vowels as soon as posible?  There are many good reasons but perhaps simplest is that virtually every word used in English has a vowel in it.   As your young learner progresses in reading their ability to quickly decipher, or ""sound out"" more difficult words will improve how fast they can read and how accurately they can read.  This impacts reading comprehension and as a result the ability of your child to teach themselves as they get a little older.   Before most little children can read they've heard ""Old McDonald had a farm, 'E', 'I', 'E', 'I', '0', many times.  Simply knowing that E, I and O are vowels can be helpful.  We hope this skill is also a helpful tool for you and your child find another way to make learning vowels fun."
Guess The Number Game,https://www.amazon.com/Rishabh-dinkar-Guess-Number-Game/dp/B081PY9821/ref=sr_1_1600?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1600,Welcome to The Number Game.  Just Choose any number at the beginning and Alexa Tell you which number comes at last.
The lazy parrot - repeats what you say (lazily),https://www.amazon.com/lazy-parrot-repeats-what-lazily/dp/B081QCXGTB/ref=sr_1_1598?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1598,This is fun little skill for kids just learning to talk. It will repeat back what you say but it will respond in a progressively tired manner. Just keep talking with it until it becomes super tired and leaves.
Wheels on the Bus - Indian Version,https://www.amazon.com/Keyring-Corp-Wheels-Bus-Version/dp/B081R4R748/ref=sr_1_1597?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1597,"Famous Wheels on the bus rhyme for kids.  The wheels on the bus go round and round Round and round Round and round The wheels on the bus go round and round All through the town The wipers on the bus go Swish, swish, swish Swish, swish, swish Swish, swish, swish The wipers on the bus go Swish, swish, swish All through the town The horn on the bus goes Beep, beep, beep Beep, beep, beep Beep, beep, beep The horn on the bus goes Beep, beep, beep All through the town The doors on the bus go open and shut Open and shut Open and shut The doors on the bus go open and shut All through the town The Driver on the bus says ""Move on back Move on back, move on back"" The Driver on the bus says ""Move on back"" All through the town The babies on the bus says ""Wah, wah, wah Wah, wah, wah Wah, wah, wah"" The babies on the bus says ""Wah, wah, wah"" All through the town The mommies on the bus says ""Shush, shush, shush Shush, shush, shush Shush, shush, shush"" The mommies on the bus says ""Shush, shush, shush"" All through the town Session 1: User: Alexa, open wheels on the bus Alexa: Starting Wheels on the Bus - You can say, start or begin, to begin. User: Begin Alexa: Wheels on the Bus <Alexa completes the song on user interruption> User: Alexa, next User: Alexa, stop User: Alexa, shuffle User: Alexa, next / previous User: Alexa, resume User: Alexa, start over User: Yes/No Session 2: User: Alexa, open wheels on the bus Alexa: You were listening to wheels on the bus, Would you like to resume? User: No Alexa: <Alexa starts over to the start and you can ask Alexa to step forward by saying Alexa, next> You are listening to The Wheels on the Bus. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume. Session 3: User: Help Alexa: You are listening to The Wheels on the Bus. You can say, Next or Previous to navigate through the playlist. At any time, you can say Pause to pause the audio and Resume to resume."
Chistes de Lepe,https://www.amazon.com/Manolo-Chistes-de-Lepe/dp/B081RGQWVM/ref=sr_1_1593?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1593,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
a poem a day,https://www.amazon.com/Almigi-a-poem-day/dp/B081R8Y6TK/ref=sr_1_1596?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1596,"Brief selection of the most famous poems by Lord Tennyson, Kipling and William Shakespeare among others"
ash list,https://www.amazon.com/Anant-Rungta-ash-list/dp/B081RDTPNC/ref=sr_1_1595?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1595,"Get to know about your pokemons, by telling just their names."
Color Quiz,https://www.amazon.com/Rishabh-dinkar-Color-Quiz/dp/B081RFG66R/ref=sr_1_1594?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1594,"This is Color Quiz game, Check your knowledge what you know about Colors."
Monster Three,https://www.amazon.com/Brainspray-Monster-Three/dp/B081RKM7ZZ/ref=sr_1_1592?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1592,"Want to practice adding to the number three using your hands, counting with your monster fingers and using your voice?  Then this skill is for you! Toddlers and preschoolers can do amazing things with numbers and letters, given the right incentives.  Now you can measure their progress two numbers at a time, while helping them master adding and comparing numbers.  If your toddler or preschooler can count to ten, this skill is for you. Every child is unique, but they all have to learn some of the same things to succeed.  Number monster is a skill you can try yourself and, if it's something you think might fit with your child, you can personalize in the following ways:  Choose an incentive (prize) for your child         - One jelly bean         - An apple         - Using the iPad         - A lollipop          - Whatever else you want to offer! If you got something useful out the Monster Three, tell us in the review comments and, if you want, let us know what you would liked changed to better fit your child (number of questions, specific questions, prizes, etc.).  We'll update the app for free and let you know when it's ready.  It's that easy!  Have fun and keep feeding those monsters correct number!  Yum!"
Quiz Game,https://www.amazon.com/Debajit-Quiz-Game/dp/B081RN9XXS/ref=sr_1_1590?dchild=1&qid=1624660741&s=alexa-skills&sr=1-1590,"Play an interesting game of quiz with Alexa. While playing the quiz, you can say ""Alexa, next"" to move to the next question. At any point, you can say ""Alexa, stop"" to exit the quiz. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
