skill_name,skill_link,skill_description
Amazing Advent Calendar,https://www.amazon.com/Invictigen-Ltd-Amazing-Advent-Calendar/dp/B0824HNRYS/ref=sr_1_227?dchild=1&qid=1624647854&rnid=14284832011&s=alexa-skills&sr=1-227,Amazing Advent Calendar brings eco friendly joy to your festive season. Open days on your virtual advent calendar. Listen to the amusing gifts that are hidden behind each door. Laugh with your friends at the funny sounds and festive quips.
Whose Turn,https://www.amazon.com/Filop-Whose-Turn/dp/B0823FW41G/ref=sr_1_229?dchild=1&qid=1624647854&rnid=14284832011&s=alexa-skills&sr=1-229,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
just Family Jokes,https://www.amazon.com/aman-jan-just-Family-Jokes/dp/B0823MTLPV/ref=sr_1_228?dchild=1&qid=1624647854&rnid=14284832011&s=alexa-skills&sr=1-228,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
How Many Days,https://www.amazon.com/kc-fast-food-Many-Days/dp/B0824J19P5/ref=sr_1_226?dchild=1&qid=1624647854&rnid=14284832011&s=alexa-skills&sr=1-226,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
give compliments,https://www.amazon.com/Rohan-sharma-give-compliments/dp/B081B94S9D/ref=sr_1_241?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-241,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
A Fun Concert,https://www.amazon.com/Michelle-Van-Campen-Fun-Concert/dp/B07YFFXQ5S/ref=sr_1_256?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-256,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
What Animated Character Am I,https://www.amazon.com/What-Animated-Character-Am-I/dp/B07YJWPTP1/ref=sr_1_255?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-255,"Want to know what animated character you would be? Are you a mouse, a duck or perhaps a prince or princess. Simply ask What Animated Character Am I and we will tell you. This skill is not an official Disney skill. It has been developed by and for animation fans. It is purely for fun."
Christmas Countdown,https://www.amazon.com/Wy24-Christmas-Countdown/dp/B07ZCPNK2H/ref=sr_1_252?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-252,Soon it’ll be Christmas! Just ask Alexa how many days left and she will tell you accompanied with a festive message.
Crack a joke,https://www.amazon.com/kavitha-Crack-a-joke/dp/B07ZGCY24K/ref=sr_1_251?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-251,"Justin tell us funny jokes along with his friends, it make the interaction live and fun"
Happy Halloween,https://www.amazon.com/YA-Happy-Halloween/dp/B07Z4RBYWZ/ref=sr_1_253?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-253,"This Halloween have this skill say scary fun greeting to the trick or treaters. When the doorbell rings, be ready with candy, keep Alexa by the door - and have her say out a new greeting every time. The skill has lots of Halloween messages with different sounds and voices, so be ready to be surprised each time you ask for a new greeting. Once invoked, say 'next' to go to a new greeting each time. Have a wonderful, fun Halloween with your family, friends and neighbors - especially the little ones!"
Michael Jackson's Ghost: Meeting Maestro,https://www.amazon.com/Michael-Jacksons-Ghost-Meeting-Maestro/dp/B07ZHH9GSS/ref=sr_1_250?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-250,Maestro is a scary man on a hill at Someplace Else! This skill lets you interact in a fan-made story of you and the Maestro at Halloween.
Whose Turn is it Anyway?,https://www.amazon.com/Whose-Turn-is-it-Anyway/dp/B07ZMPSQZG/ref=sr_1_249?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-249,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from list you create of household members. Even if you're trying to decide who should take out the trash, Alexa can help with that too! Open the magic hat! It’s 100% random or you can set to go through your list in order like for a chore list."
Whose Turn,https://www.amazon.com/Lindseyduh-Whose-Turn/dp/B07Z2RMCKB/ref=sr_1_254?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-254,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Make me smile,https://www.amazon.com/Tdurgen-Make-me-smile/dp/B07ZNKF2PH/ref=sr_1_248?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-248,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Tea time,https://www.amazon.com/Faustia-Tea-time/dp/B07ZPWWYJL/ref=sr_1_247?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-247,These skill is a small talk with alexa just for joking. Alexa will answer for the question when we say tea time.
Short family jokes,https://www.amazon.com/Skyzz78-Short-family-jokes/dp/B07ZQSDB1L/ref=sr_1_246?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-246,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Pick someone,https://www.amazon.com/PoeticArt18-Pick-someone/dp/B07ZVWMYB1/ref=sr_1_245?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-245,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Santa's Letter,https://www.amazon.com/Deluxe-Santas-Letter/dp/B07ZXY63XZ/ref=sr_1_244?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-244,Write and send a letter to Santa. Then check back every day to track its progress to the North Pole. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Dad Jokes,https://www.amazon.com/BettySpaghetty-Dad-Jokes/dp/B07ZZJNQ7H/ref=sr_1_243?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-243,A selection of the best Dad jokes! If you enjoy them ill continue to update them :)
Whose Turn,https://www.amazon.com/LRTDB-Whose-Turn/dp/B07WRBLZ2V/ref=sr_1_265?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-265,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
How Many Days,https://www.amazon.com/The-Cloutiers-How-Many-Days/dp/B07X2B1LHS/ref=sr_1_261?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-261,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Big Day,https://www.amazon.com/Jaylyn-Big-Day/dp/B07VKCWJLD/ref=sr_1_272?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-272,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
i am milkman,https://www.amazon.com/nocheese-i-am-milkman/dp/B07VRXC34R/ref=sr_1_270?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-270,milk man is epic for many tools! he can cheer your kids up with one phrase and a crappy microphone! he is so amazing he can even tell your friends not to flex about their iphone x. this skill can help moms too! the milkman will take care of your kids while your are gone! if one child falls down the milkman will detect and shoot bullets at the kids head to cheer them up and finish with his famous words! take him home today with one simple click. (can help dads too)
World's Best Mom,https://www.amazon.com/Mary-Grantham-Worlds-Best-Mom/dp/B07VRBL9D1/ref=sr_1_271?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-271,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
Whose Turn,https://www.amazon.com/Dustin-Becca-Waters-Whose-Turn/dp/B07VVH8277/ref=sr_1_269?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-269,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Mommy's kids,https://www.amazon.com/Naresha-Mommys-kids/dp/B07VYRP9MM/ref=sr_1_268?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-268,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Table Tennis Facts,https://www.amazon.com/SkilledIvan-Table-Tennis-Facts/dp/B07WPNVT12/ref=sr_1_266?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-266,This skills is made for kids. It will give you some table tennis facts.
Whose Turn,https://www.amazon.com/Jackson-Whose-Turn/dp/B07W3L5GY8/ref=sr_1_267?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-267,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Best Jokes For Kids By Scary Mommy,https://www.amazon.com/Best-Jokes-Kids-Scary-Mommy/dp/B07WWC469Y/ref=sr_1_263?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-263,"Here’s a skill that’ll keep the kids cracking up, and give you a few minutes (at least 30!) of free time. Scary Mommy can help Alexa can tell hundreds of kids jokes, from tried-and-true classics to some brand new ones we made up ourselves! So Knock-Knock your way to big laughs, and find out why the kid crossed the playground. (To get to the other slide.) When using the skill, you can say “Alexa, next” to move to the next joke. Or at any point, you can say “Alexa, stop” to exit the skill. Check out a few of the hundreds of jokes we curated to get your kids rolling with laughter, and to give you a (30 minute) sigh of relief:  ""- What do you call two monkeys sharing an Amazon account?  - PRIME-mates."" ""- Why do ducks have tail feathers?  - To cover their buttquacks."" ""- What kind of music do balloons hate?  - Pop."""
Days till Christmas,https://www.amazon.com/okelly-Days-till-Christmas/dp/B07WTR2LHH/ref=sr_1_264?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-264,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
My Dad Jokes,https://www.amazon.com/Disha-House-My-Dad-Jokes/dp/B07X1T2T6W/ref=sr_1_262?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-262,"Ask Alexa to tell you My Dad jokes when you need a laugh and feel relax your mind or whenever you want fresh. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill."
Chris Jokes,https://www.amazon.com/Eshay-dogs-Chris-Jokes/dp/B07XBRKJNR/ref=sr_1_260?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-260,"Ask Alexa to tell you corny Dad jokes when you need a laugh. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
*CLICK* Nice,https://www.amazon.com/Indie-Dev-CLICK-Nice/dp/B07Y7WCS8G/ref=sr_1_258?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-258,"Plays ""*Click* Nice"" by Michael Rosen"
Halloween countdown,https://www.amazon.com/TehRob-Halloween-countdown/dp/B07XKHMKH4/ref=sr_1_259?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-259,Just a countdown to one of the fun filled days of the year!
My Bestie Skill,https://www.amazon.com/Alexa-Blueprints-User-Bestie-Skill/dp/B07YBGDKYR/ref=sr_1_257?dchild=1&qid=1624647858&rnid=14284832011&s=alexa-skills&sr=1-257,Ask Alexa any of the questions that are included in the skill and she'll provide the corresponding answer. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer.
CHRISTMAS TRACKER,https://www.amazon.com/ROHAN-SUJITH-CHRISTMAS-TRACKER/dp/B07TT3ZG9W/ref=sr_1_277?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-277,Write and send a letter to Santa. Then check back every day to track its progress to the North Pole. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Los mejores chistes,https://www.amazon.com/Hina-Apps-The-best-jokes/dp/B0813RPDX5/ref=sr_1_242?dchild=1&qid=1624647856&rnid=14284832011&s=alexa-skills&sr=1-242,Pide a Alexa que te cuente los mejores chistes y ríete un rato con su sentido del humor. Chistes para toda la familia y aptos para todas las edades.
Holiday Greeting,https://www.amazon.com/Mom-Holiday-Greeting/dp/B0825PNLR8/ref=sr_1_225?dchild=1&qid=1624647854&rnid=14284832011&s=alexa-skills&sr=1-225,Play a holiday greeting for your friends and family. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
The ugly Barnacle,https://www.amazon.com/me-The-ugly-Barnacle/dp/B07SFT3ZZ5/ref=sr_1_288?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-288,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Funny Jokes,https://www.amazon.com/TheCrazer-Funny-Jokes/dp/B07SJ45ZYN/ref=sr_1_287?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-287,"Try these lighthearted jokes to add more fun to your day. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Humour Box,https://www.amazon.com/Anish-Humour-Box/dp/B07SPL3PK9/ref=sr_1_286?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-286,This Skill takes a jokes at random from the bunch of handpicked jokes and speaks for you . No other gadgets or anything is required for it .To start the skill simply ask alexa to open Humour Box  and then be ready to fall on your floor with its jokes  . Very easy to use but effective I bet they are worth listening Get happy with this awesome skill   Be sure to leave a 5-star review!
Oasis of Chill,https://www.amazon.com/Michelle-Van-Campen-Oasis-Chill/dp/B07SPS6BF9/ref=sr_1_285?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-285,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Happy Father's day,https://www.amazon.com/Sanay-Happy-Fathers-day/dp/B07SRG16M2/ref=sr_1_284?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-284,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Father's Day Greeting,https://www.amazon.com/Melissa-Fathers-Day-Greeting/dp/B07T42R6YX/ref=sr_1_283?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-283,Play a Father's Day greeting card for a special Dad in your life. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Dad's Story,https://www.amazon.com/str8up8up-Dads-Story/dp/B07T69C2VL/ref=sr_1_282?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-282,Listen to a personalized story that's all about dad and narrated by Alexa.
Poppy's Story,https://www.amazon.com/LESLIESQUAD-Poppys-Story/dp/B07T69RLTP/ref=sr_1_281?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-281,Listen to a personalized story that's all about dad and narrated by Alexa.
My Fairy Tale,https://www.amazon.com/Defaultc-User-My-Fairy-Tale/dp/B07TCV3NZG/ref=sr_1_280?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-280,"Play an interactive prince and princess-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Alien Visitors,https://www.amazon.com/Michelle-Van-Campen-Alien-Visitors/dp/B07TLW5S19/ref=sr_1_279?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-279,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Alien story,https://www.amazon.com/Isaac-hilton-Alien-story/dp/B07TS4N7JR/ref=sr_1_278?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-278,Play an interactive science fiction-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Alien Dream,https://www.amazon.com/Michelle-Van-Campen-Alien-Dream/dp/B07TTKY576/ref=sr_1_276?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-276,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
How Many Days,https://www.amazon.com/Carrie-b-How-Many-Days/dp/B07TW9KP8B/ref=sr_1_275?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-275,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Adventures of barbies,https://www.amazon.com/Michelle-Van-Campen-Adventures-barbies/dp/B07V3R1T6Z/ref=sr_1_273?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-273,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
How many days,https://www.amazon.com/Aly-How-many-days/dp/B07S3P2633/ref=sr_1_289?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-289,Open the skill and Alexa will automatically tell you how many days remain until all your upcoming events. Alexa can also remind you about the exact date for a specific events. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Whose Turn,https://www.amazon.com/Lucy-Whose-Turn/dp/B07V2DSSMT/ref=sr_1_274?dchild=1&qid=1624647860&rnid=14284832011&s=alexa-skills&sr=1-274,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Barbies Have Fun,https://www.amazon.com/Michelle-Van-Campen-Barbie-Fun/dp/B07QBF8QDZ/ref=sr_1_303?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-303,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Ask Me Something,https://www.amazon.com/Anthony-Brienzo-Ask-Me-Something/dp/B07Q5R621L/ref=sr_1_304?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-304,Ask Alexa any of the questions that are included in the skill and she'll provide the corresponding answer. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer.
Ellie's Birthday,https://www.amazon.com/Hanlon-Family-Ellies-Birthday/dp/B07QDQLY2R/ref=sr_1_302?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-302,Listen to a personalized story that's all about one mans daughter.
Jim's Joke,https://www.amazon.com/Michelle-Van-Campen-Jims-Joke/dp/B07QDSNBFL/ref=sr_1_301?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-301,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Barbies Save Mike,https://www.amazon.com/Michelle-Van-Campen-Barbies-Save/dp/B07QN32ZQ1/ref=sr_1_300?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-300,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Drake's Superpowers,https://www.amazon.com/Michelle-Van-Campen-Drakes-Superpowers/dp/B07QQBWTY9/ref=sr_1_299?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-299,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Friends Finally Meet,https://www.amazon.com/Michelle-Van-Campen-Friends-Finally/dp/B07QV4LGJD/ref=sr_1_298?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-298,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
My Bestie,https://www.amazon.com/Rohit-Wagh-My-Bestie/dp/B07R97WNFR/ref=sr_1_295?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-295,Ask Alexa any of the questions that are included in the skill and she'll provide the corresponding answer. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer.
Everyday kannada stories,https://www.amazon.com/Voice-Qube-Everyday-kannada-stories/dp/B07QXWL3CC/ref=sr_1_296?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-296,"This skill is build for children below 5 years. Alexa will tell them a story in kannada language, which will help them to easily understand. It will tell the small stories which are less than 5 minutes.  It will ask them the questions regarding the story to make it more interactive."
Whose Turn,https://www.amazon.com/PMC-Whose-Turn/dp/B07QXW8G8H/ref=sr_1_297?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-297,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Grandparents visit Forest,https://www.amazon.com/Michelle-Van-Campen-Grandparents-Forest/dp/B07RHF57SX/ref=sr_1_293?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-293,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Haiku Reader,https://www.amazon.com/JuliaUX-Haiku-Reader/dp/B07RHMN967/ref=sr_1_292?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-292,This Alexa skill reads you inspirational and fun haikus.
Sailing Day Off,https://www.amazon.com/Michelle-Van-Campen-Sailing-Day/dp/B07RJJFGH6/ref=sr_1_291?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-291,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Ask Me Something,https://www.amazon.com/Anthony-Brienzo-Ask-Me-Something/dp/B07Q5R621L/ref=sr_1_305?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-305,Ask Alexa any of the questions that are included in the skill and she'll provide the corresponding answer. This skill was created using a Skill Blueprint.  Your requests to this skill are not shared with the skill developer.
Time Travel,https://www.amazon.com/Michelle-Van-Campen-Time-Travel/dp/B07RGBBBQR/ref=sr_1_294?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-294,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
My Compliments,https://www.amazon.com/Ben-Clarke-My-Compliments/dp/B07PCP83M6/ref=sr_1_319?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-319,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Problem Solver,https://www.amazon.com/Ben-Clarke-Problem-Solver/dp/B07PBW2HDC/ref=sr_1_320?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-320,"Ask Alexa yes/no questions any time, and she'll provide a randomly-selected response (some variation of yes, no, or maybe). You can ask as many questions as you want as often as you want. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Bed Time,https://www.amazon.com/Conor-Griffin-Bed-Time/dp/B07PKMBD3P/ref=sr_1_317?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-317,"Tell Alexa to ask Bed Time if it's time your kids went to bed and it always is!  On the other hand, Mum and Dad can stay up as late as they want."
Funny Dog Videos,https://www.amazon.com/Hauper-Technologies-Funny-Dog-Videos/dp/B07PFTWJ41/ref=sr_1_318?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-318,"Dogs and puppies are the best entertainment. Funny dog videos never fail to make us laugh and happy! This funny dog compilation is the hardest try not to laugh challenge ever! Look how all these dogs and puppies, fail, make funny sounds, play, sleep, get angry,... So super funny and cute!"
Compliment me,https://www.amazon.com/Paige-Wilbanks-Compliment-me/dp/B07PKT1P25/ref=sr_1_316?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-316,Ask Alexa to compliment your favorite people (or even yourself!) and she will choose from a list of compliments. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Adventures of Zoey,https://www.amazon.com/Michelle-Van-Campen-Adventures-Zoey/dp/B07PM5R84G/ref=sr_1_315?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-315,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Naples' Best Dad,https://www.amazon.com/Djacomo-Naples-Best-Dad/dp/B07PP5BP7X/ref=sr_1_314?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-314,"Surprise your dad with an assortment of compliments. Simply say, ""Alexa, open World's Best Dad."" This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
Naples' Best Mom,https://www.amazon.com/Djacomo-Naples-Best-Mom/dp/B07PRG69YP/ref=sr_1_313?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-313,"Celebrate mom with a list of awesome compliments. At any point, you can say ""Alexa, stop"" to exit the skill."
